,S/No.,Date,Closing Price,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6
612,692,05/10/2021,1835.84,gold flat as u.s. yields negate firmer dollar,gold hovers near 3-month peak after weak u.s. data,gold gains on hopes for low rates after bleak u.s. jobs data,gold firms as u.s. jobs data miss cements low rates view,#N/A,#N/A
613,691,05/11/2021,1835.64,"gold eases on firmer dollar, yields; all eyes on u.s. inflation data",gold muted as rising u.s. yields curb appeal,gold rises on weaker dollar; markets await u.s. inflation data,gold subdued on buoyant dollar; focus on u.s. inflation data,#N/A,#N/A
614,690,05/12/2021,1817.66,"gold fizzles out as yields, dollar gain post u.s. inflation data","gold slips on firm yields, dollar ahead of u.s. inflation data","gold falls on firm yields, dollar; u.s. inflation data in focus",#N/A,#N/A,#N/A
615,689,05/13/2021,1825.17,gold dips as firmer u.s. dollar offsets easing bond yields,gold rebounds as u.s. treasury yields ease,"gold hits 1-week low as u.s. bond yields, dollar climb","gold rises on hopes of rates staying low, firm yields cap gains",#N/A,#N/A
616,688,05/14/2021,1843.91,"gold rises as weak u.s. retail sales hurt dollar, treasury yields",gold rises as dollar retreats after fed downplays inflation fears,gold edges up as weaker dollar counters rate jitters,#N/A,#N/A,#N/A
617,687,05/17/2021,1869.07,"gold prices at 3-1/2-month high on weaker dollar, inflation anxiety","gold scales 3-1/2 month peak on subdued stocks, u.s. yields",gold hits over 3-month high on lower u.s. bond yields,"gold scales over 3-month peak on virus woes, lower u.s. yields",#N/A,#N/A
618,686,05/18/2021,1870.25,gold hovers near 4-month high as dollar eases; fed minutes in focus,"gold edges closer to 4-month high on weaker dollar, inflation fears","gold hits near 4-month high on weak dollar, inflation worries","gold extends rally as weak dollar, inflation jitters lift appeal",#N/A,#N/A
619,685,05/19/2021,1865.61,"gold holds below 4-month peak as dollar, treasury yields rebound","gold retreats as dollar, u.s. yields gain after fed minutes",gold dips as dollar edges up before latest fed minutes,gold edges back towards 4-month peak ahead of u.s. fed minutes,#N/A,#N/A
620,684,05/20/2021,1874.15,"gold eases; set for third weekly gain on weak dollar, inflation jitters","gold gains as dollar, yields ease despite fed's 'taper' talk","gold steadies as inflation fears, dollar dip counter 'taper' talk","gold ticks higher on inflation anxiety, but firm dollar caps gains",#N/A,#N/A
621,683,05/21/2021,1881.96,"gold eases as dollar climbs on strong u.s. data, but set for weekly gain",gold heads for third weekly gain as fed taper fears ebb,"gold set for third weekly gain on tepid dollar, inflation worries",#N/A,#N/A,#N/A
622,682,05/24/2021,1877.5,gold eases on global recovery hopes; weak dollar limits losses,"gold edges higher on weaker dollar, lower u.s. yields",gold edges back towards multi-month peak as dollar holds near lows,"gold prices hover near 4-1/2-month high on weak dollar, inflation jitters",#N/A,#N/A
623,681,05/25/2021,1898.3,"gold firms near 4-1/2-month peak on weaker u.s. dollar, yields","gold hits 4-1/2 month peak as dollar, u.s. yields weaken",gold near multi-month highs on weaker dollar,"gold firms near multi-month highs on weaker dollar, yields",#N/A,#N/A
624,680,05/26/2021,1896.03,"gold eases off 4-1/2-month peak as dollar, yields rebound","gold eases below $1,900 as rebounding dollar, yields weigh","gold tops $1,900/oz for first time since jan on dovish fed","gold tops $1,900/oz as dollar weakens, inflation jitters persist",#N/A,#N/A
625,679,05/27/2021,1898.01,"gold subdued as dollar, yields tick up ahead of u.s. inflation data","gold flat as dollar, yields firm ahead of u.s. inflation data",gold holds steady as lower yields counter robust u.s. data,"gold retreats from $1,900 as investors await cues from u.s. data","gold steadies near $1,900/oz ahead of key u.s. data",#N/A
626,678,05/28/2021,1904.3,"gold retakes $1,900/oz level after u.s. inflation ticks up",gold dips as dollar firms ahead of u.s. inflation data,"gold dips as dollar, bond yields rise; u.s. inflation data in focus",#N/A,#N/A,#N/A
627,677,05/31/2021,1908.16,"gold hovers near 5-month peak on weaker dollar, inflation jitters","gold set for biggest monthly rise in 10 months on soft dollar, inflation risk","gold eyes biggest monthly rise in ten on soft dollar, inflation risk",#N/A,#N/A,#N/A
628,676,06/01/2021,1898.92,"gold retreats from near 5-month peak on firmer yields, equities","gold tipped off 5-month peak by upbeat u.s. data, rising yields",gold steadies near 5-month peak on subdued dollar,"gold prices hit 5-month peak on weaker dollar, inflation worries",#N/A,#N/A
629,675,06/02/2021,1907.88,gold prices hover near 5-month highs as u.s. yields retreat,"gold edges up on easing u.s. yields, economic data in focus","gold retreats as dollar, yields firm on strong u.s. data","gold prices dip as firmer stocks, u.s. yields curb appeal",#N/A,#N/A
630,674,06/03/2021,1871.14,"gold near 2-week lows after strong u.s. data lifts dollar, yields",gold slides over 2% as strong u.s. data bolsters fed taper bets,gold extends fall as dollar firms on lower u.s. jobless claims,gold slips on firmer dollar as focus turns to u.s. economic data,#N/A,#N/A
631,673,06/04/2021,1891.24,gold rebounds as u.s. non-farm payrolls fall short of expectations,gold set for worst week since march; focus on u.s. jobs data,gold hits 2-week low on strong dollar ahead of u.s. jobs data,#N/A,#N/A,#N/A
632,672,06/07/2021,1898.83,"gold prices hover near $1,900/oz on subdued u.s. dollar, yields","gold gains as dollar dips; focus on u.s. inflation data, fed",gold dips as u.s yields firm; focus shifts to u.s. inflation data,gold prices dip as firmer u.s. dollar eclipses lower yields,#N/A,#N/A
633,671,06/08/2021,1893.49,"gold firms on lower bond yields; u.s. data, ecb meet in focus",gold falls on stronger dollar ahead of u.s. inflation data,gold dips as dollar climbs ahead of u.s. inflation data,gold slips on firmer dollar as markets eye u.s. inflation data,#N/A,#N/A
634,670,06/09/2021,1888.78,"gold eases as dollar firms ahead of u.s. data, ecb meeting",gold range-bound as market awaits u.s. inflation cues,"gold stays below $1,900/oz ahead of u.s. inflation data, ecb meeting","gold struggles for direction as markets await u.s. data, ecb meeting",#N/A,#N/A
635,669,06/10/2021,1898.41,"gold hovers near $1,900/oz as dollar, yields dip after u.s. data",gold edges higher after u.s. inflation data,"gold slips on dollar strength, caution ahead of u.s. cpi data","gold subdued as markets await for ecb decision, u.s. data",#N/A,#N/A
636,668,06/11/2021,1876.87,gold slips as dollar strengthens on 'transitory' inflation view,gold slides as dollar firms on bets for 'transitory' inflation,"gold tops $1,900/oz mark as dollar, yields dip after u.s. data",#N/A,#N/A,#N/A
637,667,06/14/2021,1867.32,gold little changed as markets await u.s. fed meeting,gold slips as investors fear u.s. fed taper hints,gold slides over 1% on dollar strength as fed meeting looms,gold prices drop 1% on dollar strength as fed meeting looms,#N/A,#N/A
638,666,06/15/2021,1857.95,gold slips on dollar strength as markets await u.s. fed statement,gold falls on bets u.s. fed may outline taper plan,gold holds tight range as markets await fed cues,gold steadies on dollar retreat; focus on fed meeting,#N/A,#N/A
639,665,06/16/2021,1818.87,gold at over 1-month low after fed's hint of early rate hikes,gold slides over 1% after fed projects rate hikes into 2023,gold treads water ahead of fed policy statement,gold subdued as market awaits fed stimulus strategy,gold little changed as investors await fed's view on stimulus outlook,#N/A
640,664,06/17/2021,1776.72,gold set for worst week since march 2020 after hawkish fed,"gold slips over 2%, palladium sheds 10% as post-fed slide accelerates","gold slides below $1,800/oz after fed's hawkish tilt",gold hovers near one-month low after fed mulls earlier rate hikes,#N/A,#N/A
641,663,06/18/2021,1764.31,gold heads for worst week in over a year after fed blow,"gold regains some ground, but set for worst week in 9 months",gold eyes worst week in 15 months on fed's hawkish turn,#N/A,#N/A,#N/A
642,662,06/21/2021,1783.48,gold firms on dollar retreat; powell testimony awaited,gold rebounds after steep selloff as dollar rally stalls,"gold stages rebound as u.s. yields, dollar slips",gold set to snap 6-day losing streak as u.s. bond yields slide,#N/A,#N/A
643,661,06/22/2021,1777.64,gold ticks up after powell pledges not to raise rates quickly,pre-powell jitters put gold on the backfoot,gold stalls for policy clues from fed's powell,"gold hovers just off seven-week lows, capped by fed policy tilt",#N/A,#N/A
644,660,06/23/2021,1777.44,"firm dollar keeps gold subdued, investors await more u.s. data",gold firms as fed's powell calms rate-hike fears,gold up as dollar dips and fed's powell calms rate-hike fear,gold firms as powell dials back rate hike rhetoric,gold gains after powell calms interest rate jitters,#N/A
645,659,06/24/2021,1775.38,gold holds steady as traders seek direction from u.s. data,gold dips as mixed fed outlook put investors on edge,gold holds tight range on mixed fed signals,gold subdued after mixed signals from u.s. fed,#N/A,#N/A
646,658,06/25/2021,1781.29,gold set for weekly gain as inflation data calms fed taper fears,gold firms as inflation data assuages fed tapering fears,"gold gains on dollar dip, while focus turns to inflation","gold en route to weekly gain, digs in for u.s. inflation data",#N/A,#N/A
647,657,06/28/2021,1778.21,"gold inches lower on firm dollar, fed hawkish stance",gold stuck in a rut as virus fears counter fed's hawkish tilt,gold subdued as investors evaluate fed's policy view,gold stuck in tight range on mixed signals from fed officials,#N/A,#N/A
648,656,06/29/2021,1761.61,gold heads for worst monthly decline since 2016,"gold slides to 11-week low on dollar, hawkish fed double whammy",gold drops to over one-week low as firmer dollar dents appeal,"gold eases on firm dollar, fed officials' hawkish views",#N/A,#N/A
649,655,06/30/2021,1768.26,rpt-gold dips on firmer dollar as market eye u.s. jobs data,gold heads for worst month in more than 4 years on hawkish fed,fed taper talk leads gold towards its worst month since 2016,gold eyes biggest monthly drop since 2016 on hawkish fed,#N/A,#N/A
650,654,07/01/2021,1775.75,gold holds tight range as focus turns to u.s. jobs data,"gold ticks up after june blow, awaits u.s. payrolls test",gold firms as delta variant worries bolster safe-haven appeal,gold gains on delta variant worries ahead of key u.s. jobs data,#N/A,#N/A
651,653,07/02/2021,1787.53,gold gains as u.s. jobs data fails to bolster early fed tightening bets,gold gains on delta variant worries; u.s. jobs data in focus,gold ticks higher as virus fears boost appeal; focus on u.s. jobs data,#N/A,#N/A,#N/A
652,652,07/05/2021,1791.45,"gold hovers near 2-week high on softer dollar, fed minutes awaited","gold eyes $1,800 as dollar pauses, market digests u.s. jobs report","gold prices firm as rate-hike bets ebb, fed minutes loom",#N/A,#N/A,#N/A
653,651,07/06/2021,1795.73,gold slips from 3-week peak as dollar firms ahead of fed minutes,"gold firms near $1,800 level as u.s. bond yields drop","gold firm above $1,800/oz on faltering dollar","gold tops $1,800/oz mark as dollar slips; focus on fed minutes",#N/A,#N/A
654,650,07/07/2021,1803.48,"gold steady above $1,800/oz as lower yields counter stronger dollar","gold firms above $1,800 post fed minutes as u.s. yields dip",corrected-gold up for a sixth day as easing bond yields boost appeal,gold firms for sixth day propped up by falling bond yields,"gold prices gain on weaker bond yields, fed minutes loom",#N/A
655,649,07/08/2021,1804.06,"gold set for third straight weekly gain as yields, dollar weaken","gold eases, but holds near 3-week peak on u.s recovery concerns","corrected-softer dollar, slump in yields extend gold's rally",gold set to snap six-day winning streak as dollar rises,#N/A,#N/A
656,648,07/09/2021,1808.54,gold logs best week in 7 as delta variant risks loom,gold set for weekly gain as delta variant threat looms,gold heads for third weekly gain rise on lower yields and virus woes,#N/A,#N/A,#N/A
657,647,07/12/2021,1807.24,gold holds steady as investors await u.s. inflation data,gold eases on firmer dollar as u.s. inflation data looms,"gold dips on stronger dollar, focus on u.s. inflation data","gold slips as dollar gains some ground, equities firm",#N/A,#N/A
658,646,07/13/2021,1806.09,gold prices subdued as dollar firms on u.s. inflation data,gold flat as firm dollar offsets jump in us inflation,gold firms after u.s. cpi surge; strong dollar limits gains,gold holds tight range as traders seek direction from u.s. data,gold holds in tight range as investors focus on u.s. inflation,#N/A
659,645,07/14/2021,1826.53,gold jumps as powell plays down fed taper talk,"gold gains on inflation jitters, investors gauge powell testimony","easing u.s. yields, dollar buoy gold ahead of powell's testimony",#N/A,#N/A,#N/A
660,644,07/15/2021,1829.72,gold set for fourth weekly gain on dovish fed rhetoric,corrected-gold at 1-month high as dovish fed stance lifts bullion appeal,corrected-gold prices hover near four-week peak on dovish fed stance,gold scales 1-month peak on powell's dovish comments,gold hits 1-month peak after fed's powell calms taper fears,#N/A
661,643,07/16/2021,1812.36,gold retreats from one-month peak as dollar strengthens,"gold dips, but still on track for 4th weekly rise on dovish fed",gold heads for fourth weekly gain as fed's powell sticks to dovish tone,#N/A,#N/A,#N/A
